CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD370173,09/06/2020 09:00:00 AM,101XX S BENSLEY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,431,7,11,1194488,1838233,41.711035889,-87.563343499,"(41.711035889, -87.563343499)"
JD366300,09/13/2020 08:41:00 PM,039XX N HARLEM AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1631,38,08A,1127367,1925210,41.951100062,-87.807208827,"(41.951100062, -87.807208827)"
JD365754,09/13/2020 10:18:00 AM,075XX S COLFAX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,421,7,08B,1194835,1855429,41.758214674,-87.561507988,"(41.758214674, -87.561507988)"
JD370345,09/02/2020 12:52:00 PM,010XX N TRUMBULL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1121,27,26,1153185,1906689,41.899802769,-87.712794762,"(41.899802769, -87.712794762)"
JD393651,10/09/2020 01:00:00 AM,063XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2413,50,06,1153875,1941847,41.996265073,-87.709320195,"(41.996265073, -87.709320195)"
JD457539,12/12/2020 08:23:00 PM,065XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,723,20,08B,1173163,1861518,41.775429728,-87.640753492,"(41.775429728, -87.640753492)"
JD366190,09/13/2020 05:30:00 PM,042XX N MEADE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1624,38,26,1134922,1927602,41.957533329,-87.779379638,"(41.957533329, -87.779379638)"
JD370527,09/09/2020 12:00:00 AM,006XX N MICHIGAN AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,BANK,N,N,1834,42,24,1177327,1904330,41.892816145,-87.624193198,"(41.892816145, -87.624193198)"
JD366139,09/13/2020 02:27:00 PM,050XX N ALBANY AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARK PROPERTY,N,N,1713,33,04A,1154792,1933550,41.973479297,-87.706170438,"(41.973479297, -87.706170438)"
JD366054,09/13/2020 03:34:00 PM,094XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2222,21,08B,1169985,1842089,41.722183577,-87.65296685,"(41.722183577, -87.65296685)"
JD365488,09/13/2020 12:53:00 AM,039XX W 19TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1014,24,15,1150555,1890348,41.855013048,-87.722881745,"(41.855013048, -87.722881745)"
JE142834,02/16/2021 06:45:00 AM,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,Y,N,1655,41,26,1104700,1933741,41.974861952,-87.890372151,"(41.974861952, -87.890372151)"
JD365660,09/13/2020 08:10:00 AM,054XX W WINDSOR AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,N,N,1623,45,17,1139322,1929742,41.963326495,-87.763151215,"(41.963326495, -87.763151215)"
JD365596,09/13/2020 04:45:00 AM,014XX W 56TH ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,713,16,04B,1167830,1867612,41.792268603,-87.660128742,"(41.792268603, -87.660128742)"
JD366755,09/13/2020 07:00:00 PM,081XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,FIRE STATION,N,N,614,21,14,1167088,1850772,41.746073351,-87.66333057,"(41.746073351, -87.66333057)"
JD366162,09/13/2020 04:30:00 PM,028XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1032,22,14,1153830,1884882,41.839949171,-87.711006351,"(41.839949171, -87.711006351)"
JD366370,09/13/2020 10:00:00 PM,028XX S PRAIRIE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,133,4,03,1178509,1886165,41.84294343,-87.620406275,"(41.84294343, -87.620406275)"
JD365806,09/13/2020 11:30:00 AM,079XX S RHODES AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,624,6,03,1181279,1852581,41.750722463,-87.611276411,"(41.750722463, -87.611276411)"
JD365799,09/13/2020 11:05:00 AM,011XX E 81ST PL,0810,THEFT,OVER $500,ALLEY,N,N,411,8,06,1185258,1851186,41.746801884,-87.596739386,"(41.746801884, -87.596739386)"
JD365640,09/13/2020 12:00:00 AM,023XX S AVERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1013,22,14,1151079,1888086,41.848795604,-87.721017621,"(41.848795604, -87.721017621)"
JD365556,09/13/2020 03:10:00 AM,066XX S MOZART ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,831,17,14,1158520,1860556,41.773100925,-87.694459497,"(41.773100925, -87.694459497)"
JD357347,08/31/2020 10:30:00 PM,104XX S AVENUE J,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,432,10,08B,1202498,1836256,41.705410542,-87.534077034,"(41.705410542, -87.534077034)"
JD365717,09/13/2020 09:15:00 AM,069XX W MEDILL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2512,36,06,1129813,1914750,41.922355024,-87.798457156,"(41.922355024, -87.798457156)"
JD366066,09/13/2020 03:16:00 PM,011XX E 81ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,411,8,14,1185258,1851186,41.746801884,-87.596739386,"(41.746801884, -87.596739386)"
JD371071,09/13/2020 08:00:00 AM,012XX S LAWNDALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1011,24,26,1151903,1894170,41.865474657,-87.717833381,"(41.865474657, -87.717833381)"
JD366394,09/13/2020 09:00:00 PM,099XX S PRINCETON AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,511,9,15,1176046,1838803,41.71303275,-87.630864569,"(41.71303275, -87.630864569)"
JE147014,02/16/2021 05:10:00 PM,046XX N SHERIDAN RD,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,N,N,1914,46,04B,1168782,1931175,41.966669657,-87.654795172,"(41.966669657, -87.654795172)"
JD370668,08/29/2020 10:00:00 PM,030XX W 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,823,16,08B,1157243,1864034,41.782671002,-87.699046662,"(41.782671002, -87.699046662)"
JD367016,09/13/2020 07:00:00 PM,021XX S CHRISTIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1024,24,14,1154358,1889607,41.852904617,-87.708942737,"(41.852904617, -87.708942737)"
JD363149,09/10/2020 04:00:00 PM,047XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,922,15,14,1161162,1873367,41.808201741,-87.684420054,"(41.808201741, -87.684420054)"
JD365543,09/13/2020 02:58:00 AM,026XX W WINONA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2031,40,08B,1157721,1934054,41.974802953,-87.69538597,"(41.974802953, -87.69538597)"
JD365976,09/13/2020 01:30:00 PM,027XX W 26TH ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1034,24,03,1158580,1886653,41.844713229,-87.693527357,"(41.844713229, -87.693527357)"
JD456789,12/12/2020 03:12:00 AM,052XX W ADAMS ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,Y,1522,29,26,1141395,1898828,41.878457076,-87.756294214,"(41.878457076, -87.756294214)"
JD370558,08/17/2020 01:00:00 PM,022XX S WABASH AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,131,3,06,1177098,1889498,41.852121445,-87.625483421,"(41.852121445, -87.625483421)"
JD365707,09/13/2020 09:31:00 AM,069XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,733,6,14,1172163,1858942,41.768382919,-87.644495002,"(41.768382919, -87.644495002)"
JD365818,09/13/2020 11:20:00 AM,090XX S COMMERCIAL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,423,10,06,1197716,1845523,41.730960457,-87.551279583,"(41.730960457, -87.551279583)"
JE171625,03/17/2021 02:00:00 PM,005XX E 51ST ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,Y,N,223,4,18,1180899,1871322,41.802158343,-87.612092926,"(41.802158343, -87.612092926)"
JD365518,09/13/2020 02:27:00 AM,028XX N MANGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,2514,30,07,1137559,1918246,41.931812326,-87.769911105,"(41.931812326, -87.769911105)"
JD365471,09/13/2020 12:55:00 AM,115XX S PRAIRIE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,N,N,532,9,04B,1179976,1828552,41.68481371,-87.616784033,"(41.68481371, -87.616784033)"
JD365893,09/13/2020 12:20:00 PM,092XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,Y,634,21,08B,1176574,1843636,41.726283317,-87.628786014,"(41.726283317, -87.628786014)"
JD338410,08/19/2020 09:03:00 PM,050XX W FULLERTON AVE,1515,PROSTITUTION,PANDERING,STREET,N,N,2521,31,16,1142427,1915491,41.924163149,-87.752090341,"(41.924163149, -87.752090341)"
JD365860,09/13/2020 07:30:00 AM,021XX W WASHINGTON BLVD,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,RESIDENCE,N,N,1223,27,15,1162189,1900667,41.883094432,-87.679891391,"(41.883094432, -87.679891391)"
JD365770,09/13/2020 10:20:00 AM,031XX W HARRISON ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,08B,1155457,1897193,41.873699424,-87.704705156,"(41.873699424, -87.704705156)"
JD398161,09/22/2020 04:45:00 PM,023XX E 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,331,5,08B,1193195,1859671,41.769895263,-87.567379877,"(41.769895263, -87.567379877)"
JD366392,09/13/2020 10:30:00 PM,002XX E 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,623,6,14,1179093,1852680,41.751044193,-87.619283884,"(41.751044193, -87.619283884)"
JD366049,09/13/2020 02:50:00 PM,024XX W LOGAN BLVD,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,N,Y,1411,32,20,1159663,1917163,41.928413173,-87.688711799,"(41.928413173, -87.688711799)"
JD365889,09/13/2020 12:00:00 PM,031XX W SUNNYSIDE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1724,33,05,1154445,1929736,41.963020418,-87.707548886,"(41.963020418, -87.707548886)"
JD370928,09/04/2020 05:02:00 PM,026XX W ESTES AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,2411,50,06,1157442,1947004,42.010343992,-87.69605756,"(42.010343992, -87.69605756)"
JD394652,10/09/2020 10:00:00 PM,071XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2424,49,14,1163300,1947549,42.011717798,-87.674488437,"(42.011717798, -87.674488437)"
JD396139,10/09/2020 03:00:00 PM,077XX S MARSHFIELD AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,611,17,08A,1166690,1853301,41.753021779,-87.664716919,"(41.753021779, -87.664716919)"
JD366259,09/13/2020 06:35:00 PM,010XX N RIDGEWAY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,N,N,1112,27,14,1151190,1906731,41.899957385,-87.720121363,"(41.899957385, -87.720121363)"
JD366341,09/13/2020 09:30:00 PM,026XX S CALUMET AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,133,4,08B,1178927,1886949,41.845085249,-87.618848403,"(41.845085249, -87.618848403)"
JD365752,09/13/2020 10:00:00 AM,069XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,331,5,06,1190742,1859375,41.769142611,-87.576380906,"(41.769142611, -87.576380906)"
JD366414,09/13/2020 10:05:00 PM,043XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,922,15,08B,1160089,1875715,41.814667109,-87.688290937,"(41.814667109, -87.688290937)"
JD365777,09/13/2020 12:01:00 AM,024XX W COYLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,2411,50,14,1158814,1946062,42.007730978,-87.691035471,"(42.007730978, -87.691035471)"
JD366678,09/13/2020 09:30:00 PM,048XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1533,28,14,1144165,1899224,41.879492192,-87.746113289,"(41.879492192, -87.746113289)"
JD366225,09/13/2020 06:45:00 PM,018XX W DIVISION ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,N,N,1424,1,11,1163896,1908025,41.903249515,-87.673415399,"(41.903249515, -87.673415399)"
JD460919,12/02/2020 03:00:00 PM,008XX E 90TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,633,8,08B,1183340,1845147,41.730275039,-87.603954889,"(41.730275039, -87.603954889)"
JD366409,09/13/2020 10:17:00 PM,003XX E 56TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,231,20,08B,1179645,1867970,41.792988935,-87.616794286,"(41.792988935, -87.616794286)"
JD365805,09/13/2020 11:00:00 AM,005XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,Y,N,123,42,06,1177364,1897937,41.875272573,-87.624251314,"(41.875272573, -87.624251314)"
JD365613,09/13/2020 05:25:00 AM,025XX S KEELER AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1013,22,04B,1148797,1886592,41.84474022,-87.729431395,"(41.84474022, -87.729431395)"
JE224171,05/08/2021 10:30:00 PM,001XX E WACKER DR,0560,ASSAULT,SIMPLE,HOTEL / MOTEL,Y,N,114,42,08A,1177683,1902638,41.888165132,-87.622937212,"(41.888165132, -87.622937212)"
JD365927,09/13/2020 01:00:00 PM,006XX W LAKE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,121,42,07,1172177,1901696,41.885703527,-87.643184765,"(41.885703527, -87.643184765)"
JD366536,09/13/2020 02:00:00 AM,043XX N HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1723,35,14,1150280,1928543,41.95982919,-87.722893436,"(41.95982919, -87.722893436)"
JD365920,09/13/2020 01:01:00 PM,078XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,421,7,14,1193558,1853463,41.752851159,-87.566252221,"(41.752851159, -87.566252221)"
JD365525,09/13/2020 02:18:00 AM,077XX S CORNELL AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,414,8,04B,1188577,1854087,41.754683888,-87.584485383,"(41.754683888, -87.584485383)"
JD366319,09/13/2020 08:50:00 PM,061XX S MAY ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,712,16,08B,1169705,1864003,41.782324589,-87.653358071,"(41.782324589, -87.653358071)"
JD340963,08/22/2020 03:32:00 AM,010XX N CLEVELAND AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,Y,N,1823,27,04B,1172696,1907201,41.900798101,-87.641115817,"(41.900798101, -87.641115817)"
JD364841,09/12/2020 04:00:00 AM,0000X W 110TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,513,34,03,1177936,1832026,41.694393194,-87.624147184,"(41.694393194, -87.624147184)"
JE224092,05/08/2021 09:03:00 PM,017XX W 85TH ST,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,614,21,08B,1166349,1848332,41.739393395,-87.666107752,"(41.739393395, -87.666107752)"
JD366296,09/13/2020 08:13:00 PM,059XX S WENTWORTH AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,N,N,232,20,15,1175982,1865571,41.786488828,-87.630297937,"(41.786488828, -87.630297937)"
JE188920,04/04/2021 02:48:00 AM,057XX S GREEN ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,712,16,15,1171618,1866825,41.79002675,-87.646261817,"(41.79002675, -87.646261817)"
JD366071,09/13/2020 04:00:00 PM,109XX S EDBROOKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,513,9,14,1179188,1832424,41.695456983,-87.61955122,"(41.695456983, -87.61955122)"
JE143184,02/16/2021 03:19:00 PM,017XX N MONTICELLO AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Y,N,2535,26,24,1151774,1911384,41.912714183,-87.717853678,"(41.912714183, -87.717853678)"
JD365719,09/13/2020 12:00:00 AM,061XX N WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,2413,40,14,1159208,1940733,41.993099897,-87.689733236,"(41.993099897, -87.689733236)"
JD394357,10/09/2020 09:00:00 PM,049XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1713,33,06,1153821,1932603,41.970900124,-87.709766402,"(41.970900124, -87.709766402)"
JE148118,01/04/2021 09:46:00 AM,011XX W WASHBURNE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),N,N,1232,25,11,1168926,1894549,41.866162747,-87.655330338,"(41.866162747, -87.655330338)"
JD366010,09/13/2020 01:00:00 PM,034XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,211,3,08B,1177756,1882311,41.832384884,-87.623286482,"(41.832384884, -87.623286482)"
JD365773,09/13/2020 10:20:00 AM,013XX N SEDGWICK ST,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1821,27,08B,1173400,1909445,41.906940138,-87.638463236,"(41.906940138, -87.638463236)"
JD365650,09/13/2020 07:00:00 AM,041XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,Y,1132,24,14,1148678,1897033,41.873393907,-87.729598676,"(41.873393907, -87.729598676)"
JD393680,10/09/2020 11:20:00 AM,0000X E 100TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,511,9,04A,1178570,1838355,41.711746499,-87.621634453,"(41.711746499, -87.621634453)"
JD365908,09/13/2020 01:00:00 AM,054XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1623,45,14,1140155,1935925,41.980277916,-87.759936364,"(41.980277916, -87.759936364)"
JD365639,09/13/2020 07:01:00 AM,011XX S MASON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1513,29,07,1136890,1894480,41.866607489,-87.772940106,"(41.866607489, -87.772940106)"
JD368861,07/28/2020 05:00:00 PM,018XX W PERSHING RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,912,12,14,1164852,1878894,41.823291201,-87.670729683,"(41.823291201, -87.670729683)"
JD366307,09/13/2020 08:30:00 PM,034XX W CERMAK RD,0460,BATTERY,SIMPLE,STREET,N,N,1024,24,08B,1153986,1889167,41.851704621,-87.710319822,"(41.851704621, -87.710319822)"
JD365955,09/13/2020 01:30:00 PM,069XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,331,5,08B,1190743,1859341,41.769049288,-87.576378338,"(41.769049288, -87.576378338)"
JD366330,09/13/2020 08:10:00 PM,041XX W ARTHINGTON ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,1132,24,08B,1149002,1895794,41.869987687,-87.728441157,"(41.869987687, -87.728441157)"
JD393738,10/09/2020 12:00:00 PM,025XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,STREET,N,Y,1125,27,08A,1159699,1898616,41.877517962,-87.689091344,"(41.877517962, -87.689091344)"
JD366138,09/13/2020 04:55:00 PM,031XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1414,32,06,1155045,1913118,41.917407385,-87.70579017,"(41.917407385, -87.70579017)"
JD366426,09/13/2020 10:45:00 PM,056XX S MASSASOIT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,811,23,14,1139004,1866536,41.789886672,-87.76585689,"(41.789886672, -87.76585689)"
JD365975,09/13/2020 02:15:00 PM,073XX S DORCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,324,8,14,1186809,1856701,41.761898994,-87.59088181,"(41.761898994, -87.59088181)"
JD356960,09/05/2020 02:30:00 AM,069XX N LAKEWOOD AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,Y,Y,2431,49,04B,1166245,1945902,42.007135696,-87.663699921,"(42.007135696, -87.663699921)"
JD366121,09/13/2020 04:23:00 PM,056XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,231,20,08B,1179887,1867687,41.792206818,-87.615915568,"(41.792206818, -87.615915568)"
JD358241,09/06/2020 07:21:00 AM,012XX N CLARK ST,0820,THEFT,$500 AND UNDER,CTA BUS STOP,N,N,1824,2,06,1175314,1908524,41.904370109,-87.631460067,"(41.904370109, -87.631460067)"
JE189064,04/04/2021 08:30:00 AM,045XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1722,39,14,1147641,1929646,41.962907083,-87.732567255,"(41.962907083, -87.732567255)"
JD365514,09/13/2020 02:10:00 AM,047XX S KILDARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,815,14,08B,1148489,1872954,41.807321581,-87.730912667,"(41.807321581, -87.730912667)"
JD365961,09/13/2020 01:30:00 PM,050XX W FULTON ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,1532,28,26,1142648,1901471,41.885686584,-87.751627625,"(41.885686584, -87.751627625)"
JD369363,09/13/2020 02:15:00 PM,025XX W Irving Park Rd,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1911,47,11,,,,,
JD367182,09/13/2020 11:00:00 PM,042XX W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1114,28,06,1148028,1901552,41.885807082,-87.731868895,"(41.885807082, -87.731868895)"
JD366265,09/13/2020 05:45:00 PM,001XX N MAYFIELD AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,1512,29,18,1137136,1900523,41.883185894,-87.771891885,"(41.883185894, -87.771891885)"
JD458242,12/12/2020 09:00:00 PM,026XX E 73RD ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,334,7,06,1195159,1857628,41.764240907,-87.560248157,"(41.764240907, -87.560248157)"
JD366201,09/13/2020 05:00:00 PM,001XX N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,1223,27,07,1160392,1900695,41.883208624,-87.686489297,"(41.883208624, -87.686489297)"
JD366116,09/13/2020 05:00:00 PM,045XX N BROADWAY,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1914,46,08B,1168218,1930375,41.964486669,-87.656892125,"(41.964486669, -87.656892125)"
JD394060,10/09/2020 03:30:00 PM,057XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,232,20,08B,1179905,1866982,41.790271821,-87.615871139,"(41.790271821, -87.615871139)"
JD365606,09/13/2020 05:24:00 AM,054XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,Y,Y,231,3,08B,1178086,1868832,41.79538986,-87.622484781,"(41.79538986, -87.622484781)"
JD366664,09/13/2020 05:00:00 PM,038XX S MICHIGAN AVE,0263,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,OTHER (SPECIFY),N,N,213,3,02,1177828,1879596,41.824933076,-87.623104662,"(41.824933076, -87.623104662)"
JD365585,09/13/2020 04:19:00 AM,018XX S HAMLIN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,Y,1014,24,04A,1151344,1890773,41.85616387,-87.7199746,"(41.85616387, -87.7199746)"
JD365873,09/13/2020 12:50:00 PM,074XX N SHERIDAN RD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,2422,49,04A,1165707,1949739,42.017676014,-87.665569188,"(42.017676014, -87.665569188)"
JD394451,10/09/2020 11:30:00 PM,015XX W ARDMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2013,48,08B,1164950,1938939,41.98805675,-87.668663296,"(41.98805675, -87.668663296)"
JD365907,09/13/2020 05:00:00 AM,028XX W CONGRESS PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1135,27,14,1157460,1897643,41.874893779,-87.697338847,"(41.874893779, -87.697338847)"
JD366315,09/13/2020 08:51:00 PM,017XX N NAGLE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,2513,29,03,1133035,1910856,41.911613651,-87.786709517,"(41.911613651, -87.786709517)"
JD366433,09/13/2020 11:45:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,312,20,08B,1180027,1862432,41.777783389,-87.615563072,"(41.777783389, -87.615563072)"
JD365794,09/13/2020 11:05:00 AM,075XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,612,17,06,1166987,1854622,41.756640447,-87.663590843,"(41.756640447, -87.663590843)"
JD366304,09/13/2020 08:28:00 PM,025XX W DEVON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,N,N,2413,50,03,1158373,1942395,41.997677668,-87.692758946,"(41.997677668, -87.692758946)"
JD366997,09/13/2020 11:30:00 AM,021XX W 50TH PL,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,931,15,08A,1162943,1871158,41.802102888,-87.677949536,"(41.802102888, -87.677949536)"
JD365708,09/13/2020 05:23:00 AM,024XX S CALIFORNIA BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1034,12,14,1158244,1887616,41.84736267,-87.694734153,"(41.84736267, -87.694734153)"
